,hours_per_week_schedule,bio_count,rate,number_subjects,welcoming_kw,desc_count,num_popular_subjects,experience_kw,postgrad_degree
2034,112,328,49,27,0,12,19,0,0
2035,24,190,40,18,0,7,4,0,0
2036,105,316,60,9,0,8,6,1,0
2037,16,129,60,6,1,6,0,1,0
2038,78,98,45,12,1,6,9,0,0
2039,50,299,35,5,1,8,3,0,0
2040,30,171,45,30,1,9,7,0,0
2041,35,296,50,8,0,9,7,1,1
2042,32,359,80,14,0,5,1,1,1
2043,35,114,100,26,0,4,18,0,1
2044,78,231,44,11,1,6,1,1,1
2045,19,100,45,16,0,4,11,0,0
2046,17,351,45,7,1,8,1,0,1
2047,100,202,48,29,0,8,14,0,1
2048,82,145,20,13,0,10,0,0,1
2049,62,301,55,9,0,10,6,0,0
2050,88,241,70,9,1,9,2,1,0
2051,26,100,175,13,0,8,0,0,1
2052,51,130,70,18,0,6,7,0,1
2053,63,122,40,9,0,7,1,0,0
2054,35,232,35,13,0,9,7,0,0
2055,35,268,35,9,1,5,2,0,0
2056,56,335,22,8,1,7,1,0,1
2057,73,164,180,12,0,9,10,0,0
2058,38,312,20,15,1,7,12,0,0
2059,44,336,40,10,0,5,5,0,0
2060,57,174,30,8,0,8,1,0,0
2061,67,229,45,12,1,8,9,1,1
2062,91,307,48,16,1,7,11,1,1
2063,84,239,50,10,1,10,2,0,1
2064,86,174,55,6,0,4,5,0,1
2065,120,297,55,17,0,8,3,1,0
2066,4,202,50,33,0,8,19,0,1
2067,100,203,35,6,0,10,3,1,1
2068,31,361,48,31,0,4,14,0,1
2069,36,197,40,32,0,10,18,0,1
2070,56,176,50,32,0,4,8,0,1
2071,3,241,40,15,1,6,7,0,1
2072,89,91,25,10,0,6,4,0,1
2073,90,209,25,13,0,7,7,0,1
2074,28,168,30,29,1,8,15,0,1
2075,17,119,60,8,0,7,2,0,1
2076,52,171,40,16,1,9,7,0,1
2077,51,208,65,29,0,7,13,1,1
2078,72,350,35,1,1,6,0,1,0
2079,32,244,90,24,1,5,11,0,0
2080,33,192,100,18,0,6,7,0,1
2081,56,186,35,7,0,9,1,0,1
2082,90,70,40,17,0,6,16,0,0
2083,69,206,45,15,1,11,14,0,1
2084,48,337,35,34,1,7,17,0,1
2085,70,256,25,11,0,5,5,0,1
2086,9,93,25,11,0,6,6,0,1
2087,24,240,75,3,0,9,0,0,1
2088,91,340,55,23,0,8,2,0,1
2089,65,133,30,37,0,6,23,0,1
2090,52,156,24,12,0,8,6,0,1
2091,36,330,35,5,0,9,0,1,0
2092,42,140,35,9,0,9,7,0,0
2093,77,235,25,32,1,10,20,1,0
2094,60,223,50,19,1,10,13,1,1
2095,98,311,95,19,0,10,8,0,1
2096,40,173,80,13,0,4,9,1,1
2097,51,366,45,18,0,4,5,0,0
2098,27,141,30,11,0,8,0,0,1
2099,8,179,60,5,1,7,0,0,0
2100,39,139,55,13,0,4,8,0,0
2101,20,309,50,4,1,9,2,1,1
2102,70,124,110,12,0,6,7,0,1
2103,98,324,75,17,0,11,11,0,1
2104,49,237,50,6,1,13,6,0,0
2105,34,209,26,10,0,7,9,0,1
2106,40,157,40,11,0,5,0,0,0
2107,112,298,30,16,1,7,11,0,1
2108,98,314,19,30,0,13,0,0,1
2109,41,141,50,21,0,9,14,0,1
2110,102,108,40,9,0,3,7,0,0
2111,13,149,25,14,1,4,13,1,1
2112,8,322,55,11,1,11,1,1,0
2113,32,361,25,4,0,8,2,0,0
2114,84,252,25,9,0,7,7,1,0
2115,16,381,30,7,1,3,3,1,0
2116,76,97,60,35,0,9,26,0,1
2117,35,268,35,9,1,5,2,0,0
2118,39,131,60,18,0,4,10,0,0
2119,119,202,35,13,1,5,10,0,0
2120,70,143,60,9,1,12,5,0,1
2121,39,217,30,21,0,3,5,1,1
2122,77,312,60,35,1,9,10,0,1
2123,54,261,50,8,1,13,3,0,0
2124,52,208,65,8,0,13,2,0,0
2125,36,273,55,23,1,9,17,0,1
2126,84,349,60,15,0,10,0,1,1
2127,83,202,80,20,0,7,3,1,1
2128,35,317,40,25,0,7,1,0,0
2129,89,318,85,58,0,6,13,0,0
2130,77,308,80,41,0,10,11,0,0
2131,52,289,75,38,0,5,9,0,1
2132,12,145,25,24,0,7,16,0,0
2133,84,178,48,11,1,10,1,0,1
2134,105,356,50,7,1,11,2,1,0
2135,61,366,30,48,0,5,8,0,1
2136,168,181,35,9,0,10,4,0,0
2137,91,169,50,19,1,7,7,1,0
2138,22,291,40,5,0,10,3,0,1
2139,63,346,36,19,0,5,3,1,1
2140,34,130,40,4,1,3,3,1,1
2141,31,136,45,6,0,8,0,0,0
2142,62,86,60,5,0,5,2,0,1
2143,91,187,80,18,0,5,7,0,1
2144,85,221,50,7,0,10,1,1,1
2145,105,313,120,26,0,6,19,0,0
2146,86,360,40,12,0,8,10,0,0
2147,33,85,60,9,1,13,9,1,1
2148,8,173,85,15,1,4,10,0,1
2149,24,237,35,7,0,4,3,0,0
2150,53,191,59,2,0,3,0,0,1
2151,66,334,80,6,0,9,1,1,1
2152,84,295,35,13,1,5,2,1,1
2153,48,227,40,13,1,5,7,0,1
2154,19,169,40,9,0,11,5,0,1
2155,105,99,50,9,0,3,9,0,0
2156,84,347,60,13,0,4,4,0,1
2157,73,245,35,26,1,9,14,0,1
2158,49,227,60,5,0,11,3,1,1
2159,74,355,60,4,0,8,0,0,1
2160,12,287,25,14,0,5,3,0,1
2161,70,211,35,13,0,5,2,0,1
2162,38,62,30,7,0,3,1,1,1
2163,40,306,50,26,1,11,19,0,0
2164,12,222,50,6,1,7,3,0,1
2165,68,221,40,12,1,6,6,0,0
2166,34,161,35,9,0,7,2,0,1
2167,44,72,40,5,0,2,1,1,0
2168,112,347,60,14,1,7,11,0,0
2169,54,197,40,12,0,7,3,0,0
2170,24,177,125,20,0,9,10,1,1
2171,59,182,32,6,1,7,2,0,1
2172,86,132,30,10,1,9,5,1,0
2173,30,82,40,12,0,3,9,0,1
2174,83,294,35,17,0,12,8,0,0
2175,77,358,44,7,0,7,2,0,1
2176,78,162,65,14,0,6,11,0,0
2177,67,266,25,3,0,7,0,0,1
2178,70,332,45,12,1,5,7,0,1
2179,22,258,30,13,0,3,11,0,0
2180,72,312,80,11,0,6,3,0,1
2181,106,212,50,64,0,8,0,1,0
2182,105,166,35,6,0,4,2,0,0
2183,70,183,50,19,0,3,4,0,1
2184,56,279,70,19,0,7,2,1,1
2185,91,175,38,6,1,8,2,0,0
2186,81,147,50,12,1,9,10,0,1
2187,49,237,50,6,1,13,6,0,0
2188,14,209,45,13,0,3,12,0,0
2189,75,229,45,3,0,10,0,0,0
2190,39,243,50,8,0,13,2,1,0
2191,70,298,50,11,1,10,7,1,0
2192,44,367,70,16,1,11,12,1,0
2193,29,356,43,8,0,10,0,1,1
2194,45,114,35,4,0,8,1,1,1
2195,70,171,27,8,1,11,4,1,1
2196,64,297,35,18,1,9,8,0,1
2197,64,297,35,18,1,9,8,0,1
2198,42,108,40,17,0,4,3,0,1
2199,40,158,60,21,0,8,14,0,1
2200,25,288,45,19,1,8,9,0,1
2201,27,258,125,15,1,7,1,0,1
2202,33,208,65,12,0,6,5,1,1
2203,47,256,100,41,0,6,15,0,1
2204,78,365,150,36,0,8,16,0,0
2205,46,276,90,32,0,8,27,0,0
2206,58,204,30,14,0,12,2,0,1
2207,105,311,39,13,1,4,7,0,0
2208,70,276,50,28,0,8,0,1,1
2209,41,273,30,5,0,3,3,0,0
2210,50,178,49,9,0,9,7,0,1
2211,47,61,35,17,0,8,13,1,0
2212,97,106,40,16,0,3,4,0,1
2213,41,120,50,16,0,7,1,0,0
2214,54,183,40,6,0,8,5,0,1
2215,11,335,60,21,0,6,15,0,0
2216,16,77,40,3,1,4,0,0,1
2217,64,232,45,7,0,5,1,0,1
2218,69,107,50,15,0,9,6,0,1
2219,72,59,50,21,0,3,6,0,1
2220,79,368,37,6,0,6,0,0,1
2221,48,231,50,10,0,6,2,0,0
2222,65,344,36,10,1,9,4,0,0
2223,98,158,40,6,1,5,3,1,0
2224,112,219,48,32,0,11,17,0,0
2225,72,168,45,17,1,4,14,0,0
2226,44,276,100,18,1,4,8,1,1
2227,21,92,50,4,0,5,3,1,0
2228,94,290,60,18,0,6,14,0,1
2229,112,355,50,35,0,12,20,0,1
2230,85,139,125,18,0,11,2,0,1
2231,21,221,100,3,1,2,2,0,1
2232,84,395,20,9,0,2,5,0,0
2233,48,159,40,7,1,8,7,0,0
2234,56,154,22,14,0,6,10,1,0
2235,62,348,40,10,1,3,0,0,1
2236,168,293,45,53,1,8,13,0,0
2237,4,106,50,11,0,7,8,0,1
2238,77,325,60,17,1,7,12,0,1
2239,98,343,40,17,0,7,6,0,0
2240,34,242,45,12,1,12,2,0,1
2241,6,281,50,9,1,6,9,0,1
2242,16,174,35,5,0,7,3,0,0
2243,80,211,75,17,0,8,5,0,0
2244,168,329,76,23,0,7,11,0,0
2245,69,321,60,16,0,10,9,0,0
2246,29,362,30,9,0,7,6,0,0
2247,84,211,40,4,1,5,0,1,1
2248,70,101,80,24,0,9,20,0,0
2249,112,377,50,8,0,11,5,0,0
2250,37,90,50,9,0,5,6,0,1
2251,48,294,50,13,0,4,8,1,0
2252,79,214,25,3,1,5,1,0,0
2253,61,344,160,13,1,9,8,0,0
2254,63,373,20,9,0,4,1,0,0
2255,57,329,50,19,0,4,12,1,1
2256,23,77,40,14,0,3,7,1,1
2257,57,358,60,41,0,6,24,1,0
2258,66,352,40,11,0,5,7,0,1
2259,70,168,60,16,1,3,1,0,1
2260,52,256,65,23,0,7,12,0,1
2261,51,200,50,9,1,8,7,1,1
2262,30,193,35,6,0,5,4,0,0
2263,93,299,120,33,1,5,4,1,1
2264,27,368,75,20,0,10,13,0,1
2265,41,333,80,38,1,13,20,1,0
2266,62,342,40,32,0,8,18,0,0
2267,70,264,35,6,1,5,0,0,1
2268,45,115,96,16,0,5,10,0,1
2269,105,145,39,21,1,9,12,0,0
2270,70,230,35,18,1,5,14,1,1
2271,70,82,70,16,0,6,8,0,1
2272,28,191,25,12,1,4,9,0,1
2273,98,147,65,17,1,9,6,1,1
2274,16,146,60,5,1,10,1,1,1
2275,61,353,40,5,0,7,3,0,0
2276,6,277,40,8,0,4,8,1,1
2277,53,147,30,37,0,7,16,0,0
2278,79,324,65,46,0,12,2,0,1
2279,74,302,60,29,0,13,9,0,1
2280,42,331,70,11,1,10,0,1,0
2281,84,291,75,5,0,7,5,1,0
2282,54,361,30,20,1,4,13,0,0
2283,70,283,45,8,0,4,2,0,0
2284,40,176,45,10,1,6,2,0,1
2285,70,362,40,14,1,7,10,0,0
2286,34,329,50,19,0,7,0,1,1
2287,69,377,20,5,1,3,4,1,0
2288,55,213,35,9,0,5,1,0,0
2289,95,293,50,34,1,8,14,1,1
2290,91,109,40,19,0,8,10,0,1
2291,52,299,55,37,0,11,0,0,1
2292,90,256,50,10,1,5,3,0,0
2293,32,279,45,8,0,5,7,0,0
2294,54,191,30,12,1,9,1,0,0
2295,44,327,50,39,0,1,1,0,1
2296,91,212,20,5,0,4,5,0,1
2297,10,303,60,19,0,7,4,0,1
2298,161,175,50,14,1,10,7,0,0
2299,56,366,88,9,0,11,1,0,0
2300,84,212,40,5,1,8,5,0,1
2301,45,346,195,7,1,8,0,0,0
2302,42,229,40,30,1,11,10,0,0
2303,96,56,30,15,0,7,8,0,1
2304,168,345,50,13,1,9,6,0,1
2305,70,282,45,4,1,4,1,0,1
2306,40,108,35,10,0,5,2,0,0
2307,35,159,30,9,0,5,6,0,0
2308,84,324,100,16,1,8,0,0,0
2309,85,281,45,14,0,6,3,1,1
2310,38,90,45,23,1,6,7,1,0
2311,34,184,120,17,1,11,9,0,1
2312,49,358,40,8,0,8,6,0,0
2313,110,250,30,26,1,9,20,0,0
2314,70,226,80,11,1,7,3,0,1
2315,35,295,50,17,1,8,8,0,0
2316,21,221,100,3,1,2,2,0,1
2317,79,240,50,14,1,5,10,0,1
2318,65,131,45,13,1,10,6,1,1
2319,62,369,30,5,0,10,0,0,0
2320,105,324,150,16,1,7,7,1,0
2321,49,246,25,6,0,9,0,1,1
2322,43,104,45,9,0,8,5,0,1
2323,84,258,35,12,0,5,6,0,0
2324,62,127,50,11,0,12,2,0,1
2325,50,354,60,31,0,11,17,1,1
2326,53,159,80,28,1,11,8,0,0
2327,50,307,50,8,0,5,8,1,1
2328,67,75,50,10,0,9,6,1,0
2329,79,183,65,36,1,9,0,0,1
2330,70,346,30,13,0,9,13,1,0
2331,13,255,100,25,0,12,12,0,1
2332,112,254,45,13,0,4,0,0,0
2333,91,257,65,9,1,7,5,0,0
2334,98,342,130,26,0,9,9,0,1
2335,20,275,35,2,0,10,1,0,0
2336,60,213,60,19,0,9,0,1,0
2337,30,113,35,9,0,7,0,0,0
2338,40,228,125,1,0,6,0,1,0
2339,52,325,40,5,1,8,1,0,0
2340,42,113,65,18,0,9,2,1,1
2341,63,364,34,6,0,12,3,1,0
2342,62,355,60,11,1,5,0,0,0
2343,10,152,45,15,0,10,0,0,0
2344,26,185,40,6,1,9,0,0,0
2345,60,232,40,7,0,5,4,0,0
2346,96,270,35,23,0,6,17,0,1
2347,1,355,40,8,0,4,2,0,0
2348,61,355,40,13,0,9,7,0,0
2349,43,341,69,9,1,12,7,0,1
2350,80,155,40,6,1,3,4,0,0
2351,105,171,25,16,0,8,8,0,1
2352,105,242,27,3,1,8,0,0,1
2353,46,129,25,7,0,9,4,0,1
2354,61,93,50,9,0,8,1,0,1
2355,28,174,125,17,1,7,9,0,0
2356,58,157,50,11,1,3,8,1,1
2357,59,111,40,6,0,10,5,1,0
2358,98,46,90,18,0,11,16,0,1
2359,61,169,65,13,0,6,4,0,0
2360,59,172,40,8,1,4,3,0,0
2361,49,182,45,13,1,6,6,1,0
2362,39,295,100,15,1,8,5,1,1
2363,51,111,25,18,0,4,1,0,1
2364,36,102,100,10,0,8,6,0,1
2365,16,376,70,10,0,9,2,0,1
2366,61,179,29,7,0,7,4,0,1
2367,43,291,195,34,0,11,8,0,1
2368,104,363,68,23,1,5,2,0,0
2369,56,320,60,37,1,9,9,1,1
2370,105,298,90,18,1,7,4,0,1
2371,56,141,35,16,0,10,5,0,1
2372,168,339,50,20,0,12,12,0,0
2373,93,331,150,32,0,11,10,0,0
2374,98,326,60,38,0,8,7,0,1
2375,15,278,70,5,0,4,0,0,1
2376,20,236,60,10,0,6,5,0,1
2377,113,76,24,17,0,7,14,0,0
2378,17,104,45,13,0,4,12,1,1
2379,32,335,60,8,0,3,2,0,1
2380,30,212,35,7,1,3,6,0,1
2381,85,152,36,7,1,7,1,0,0
2382,48,75,45,12,0,8,5,0,0
2383,43,292,40,7,1,4,6,0,0
2384,63,209,80,17,0,10,8,1,1
2385,13,316,50,11,0,9,0,0,1
2386,29,232,100,32,0,3,18,1,1
2387,126,104,40,17,0,3,7,0,1
2388,84,170,80,15,0,5,4,0,1
2389,60,141,35,8,0,6,3,1,0
2390,45,310,40,13,0,7,12,0,0
2391,14,233,40,13,1,10,7,0,0
2392,76,210,20,33,0,8,19,1,0
2393,84,90,50,5,0,5,1,0,1
2394,8,263,65,19,0,6,0,0,0
2395,119,248,45,49,1,10,14,0,1
2396,90,283,200,15,1,12,0,0,1
2397,77,151,45,17,1,5,7,0,1
2398,79,191,48,13,0,7,0,0,1
2399,18,276,50,12,0,8,0,0,1
2400,70,280,32,8,0,9,4,1,0
2401,113,275,35,31,0,5,15,1,1
2402,60,205,45,4,0,5,4,0,1
2403,37,334,20,11,1,9,6,0,0
2404,95,351,50,16,0,5,0,1,1
2405,84,124,40,9,0,10,7,0,1
2406,40,205,30,5,0,9,2,0,0
2407,57,155,60,16,1,6,3,0,0
2408,74,202,40,9,1,7,7,0,0
2409,32,162,60,5,0,5,4,1,1
2410,32,125,40,18,0,8,0,1,0
2411,25,312,50,3,0,7,2,1,1
2412,19,197,50,6,0,10,4,0,0
2413,48,290,35,9,1,10,4,0,0
2414,72,317,40,8,1,2,1,1,1
2415,6,326,35,7,0,6,3,1,1
2416,15,173,75,15,1,8,5,1,1
2417,91,207,50,17,1,7,15,1,0
2418,64,283,40,22,0,6,18,1,0
2419,62,348,40,10,1,3,0,0,1
2420,84,295,35,7,0,12,0,0,0
2421,55,206,75,11,1,7,10,0,1
2422,21,66,35,5,0,5,0,0,1
2423,112,298,30,16,1,7,11,0,1
2424,48,127,35,17,1,2,7,0,1
2425,57,240,40,5,1,5,1,1,1
2426,84,364,55,27,0,7,10,1,0
2427,14,117,35,15,1,5,6,0,0
2428,73,157,75,9,0,5,6,1,1
2429,48,234,40,16,0,10,1,0,1
2430,84,352,40,8,1,8,8,1,0
2431,34,314,40,47,0,10,14,0,1
2432,65,117,50,12,1,7,3,1,1
2433,87,234,75,22,0,11,3,1,1
2434,47,77,40,7,0,4,5,1,0
2435,45,189,100,12,0,10,9,0,1
2436,32,230,40,14,0,8,1,1,0
2437,68,251,55,30,0,10,5,0,0
2438,22,285,60,6,1,3,1,0,0
2439,22,188,65,34,1,5,22,0,1
2440,80,327,72,30,0,8,2,1,1
2441,39,297,100,9,1,13,3,0,1
2442,64,211,55,12,0,7,5,0,1
2443,31,155,40,5,0,5,0,0,1
2444,120,187,45,19,0,5,15,0,1
2445,84,136,80,17,0,8,9,0,1
2446,84,127,50,12,0,5,0,0,0
2447,119,138,105,9,0,8,8,0,1
2448,35,218,29,4,0,8,2,0,0
2449,50,213,10,6,0,7,2,1,0
2450,48,335,40,17,0,9,4,0,0
2451,47,77,40,7,0,4,5,1,0
2452,168,186,50,35,1,6,21,0,0
2453,67,333,50,8,1,10,0,0,1
2454,53,256,30,7,0,7,5,0,0
2455,58,265,75,29,1,3,5,0,0
2456,78,290,50,19,1,9,13,0,0
2457,46,310,59,30,0,9,13,0,1
2458,98,283,65,31,0,9,0,1,1
2459,72,304,90,21,1,12,12,0,1
2460,97,348,50,8,0,9,1,0,0
2461,55,292,59,18,0,4,9,0,0
2462,37,204,175,16,0,9,4,0,0
2463,98,336,65,10,1,10,1,0,1
2464,69,321,60,16,0,10,9,0,0
2465,119,326,80,17,0,8,14,1,0
2466,168,186,30,23,1,4,17,0,1
2467,70,166,50,10,0,4,2,0,0
2468,98,38,40,10,0,10,2,1,1
2469,73,188,20,32,0,11,17,0,0
2470,47,362,180,25,0,7,4,0,0
2471,99,327,85,20,0,11,4,0,1
2472,38,208,60,8,1,10,0,0,0
2473,67,311,50,14,0,7,2,1,0
2474,84,355,54,13,0,4,13,0,0
2475,55,366,35,7,0,10,0,0,1
2476,98,211,35,25,1,5,16,1,0
2477,50,83,150,27,0,9,19,0,1
2478,74,348,59,9,1,7,5,0,1
2479,70,201,20,26,0,11,1,0,1
2480,45,125,45,4,0,7,3,0,1
2481,21,299,40,13,0,11,11,0,0
2482,61,163,50,13,0,4,8,1,1
2483,77,337,48,13,0,9,0,0,1
2484,77,232,90,23,0,4,16,0,0
2485,34,327,40,17,0,2,8,0,0
2486,71,307,35,13,1,7,1,0,0
2487,80,317,70,42,0,8,0,1,1
2488,56,235,30,10,0,6,7,0,0
2489,61,212,50,8,1,5,3,0,1
2490,53,339,60,6,0,10,4,0,1
2491,98,253,40,10,1,2,7,0,0
2492,126,104,40,17,0,3,7,0,1
2493,81,336,30,4,0,8,0,1,1
2494,40,326,45,8,0,8,0,1,0
2495,108,336,136,13,0,10,6,0,0
2496,39,118,48,10,0,11,4,0,1
2497,38,85,80,13,0,7,6,0,1
2498,31,156,50,8,1,4,7,0,1
2499,45,344,40,10,1,7,7,0,0
2500,86,183,55,9,1,6,7,0,0
2501,21,289,40,10,1,8,6,0,0
2502,88,347,40,7,0,8,0,0,0
2503,58,201,40,17,1,6,7,0,1
2504,18,177,75,17,0,3,4,1,1
2505,22,78,40,7,0,3,0,0,0
2506,137,100,45,11,1,5,11,1,0
2507,46,304,26,9,0,8,6,0,0
2508,49,341,75,13,0,12,10,0,1
2509,19,148,35,29,0,10,12,1,1
2510,98,354,35,16,0,5,3,0,0
2511,16,180,50,4,0,8,1,0,1
2512,9,89,40,7,0,5,7,0,1
2513,53,230,45,9,1,10,5,0,1
2514,70,215,35,13,1,9,10,1,0
2515,78,358,70,31,1,9,19,0,0
2516,126,181,30,27,0,9,16,0,0
2517,70,290,35,29,0,9,2,0,1
2518,65,104,65,2,0,10,0,0,1
2519,16,179,64,56,0,9,1,0,1
2520,126,322,65,16,0,8,11,0,1
2521,46,314,40,13,1,6,10,0,0
2522,64,295,45,17,1,9,8,0,0
2523,84,295,30,11,1,9,3,0,0
2524,16,298,60,23,0,7,16,1,1
2525,56,159,60,18,0,2,6,0,1
2526,70,296,60,10,0,3,8,0,1
2527,63,186,20,10,0,7,0,0,1
2528,84,224,40,19,0,8,14,1,1
2529,34,337,40,11,1,9,5,0,0
2530,47,124,35,4,0,7,4,1,0
2531,35,210,50,35,1,5,0,0,0
2532,98,253,40,14,1,7,3,0,0
2533,80,158,50,24,0,4,11,1,0
2534,57,172,85,13,0,12,0,0,1
2535,60,175,60,22,0,5,11,0,1
2536,84,200,40,8,0,7,5,0,0
2537,71,185,18,15,0,7,6,0,0
2538,15,250,35,8,1,7,6,1,1
2539,72,342,50,21,0,8,3,0,0
2540,10,130,35,12,1,2,9,0,1
2541,12,178,45,6,0,6,5,0,1
2542,36,350,40,5,0,8,2,0,1
2543,70,202,80,8,0,6,0,1,1
2544,48,312,35,6,0,6,1,0,1
2545,55,126,25,12,1,2,11,0,1
2546,70,87,40,8,0,3,5,0,1
2547,89,119,35,8,0,4,2,0,1
2548,102,51,85,21,0,10,0,0,0
2549,72,231,40,11,0,11,7,0,1
2550,31,170,40,20,1,4,8,0,0
2551,112,142,55,18,1,9,9,1,0
2552,61,342,36,7,1,8,1,0,0
2553,75,151,18,9,0,8,7,0,0
2554,59,196,40,10,0,6,7,1,0
2555,65,283,40,5,1,7,1,0,0
2556,73,189,65,17,0,9,15,0,1
2557,32,133,135,24,1,3,14,0,1
2558,47,359,50,12,1,9,5,0,0
2559,105,163,135,17,0,8,12,0,1
2560,94,251,65,21,0,10,5,1,1
2561,44,319,20,8,0,8,6,0,0
2562,50,157,30,20,0,10,11,1,0
2563,36,109,50,10,0,7,9,0,1
2564,78,277,40,13,1,8,10,0,1
2565,112,127,50,10,1,5,3,0,0
2566,70,54,40,8,1,4,7,0,1
2567,68,182,80,6,0,10,5,0,1
2568,168,164,95,53,0,13,8,0,0
2569,24,307,50,40,0,9,18,1,0
2570,45,349,30,9,1,10,4,1,1
2571,70,341,50,8,0,11,1,1,0
2572,22,132,45,20,0,10,18,0,1
2573,22,74,35,34,0,4,6,0,1
2574,68,173,55,11,1,6,10,0,0
2575,46,133,45,8,1,6,8,0,0
2576,113,275,35,31,0,5,15,1,1
2577,89,249,50,28,0,6,0,1,1
2578,105,102,49,20,0,8,12,0,1
2579,33,273,60,10,0,10,9,0,1
2580,98,217,50,10,1,8,10,0,0
2581,151,316,80,6,1,9,6,1,0
2582,82,75,50,7,0,4,4,0,1
2583,60,224,50,4,1,4,1,0,1
2584,52,243,50,12,1,8,9,1,0
2585,66,163,35,12,0,8,0,0,1
2586,112,298,250,11,0,3,10,0,0
2587,106,335,50,9,1,4,1,0,1
2588,70,328,95,33,0,7,22,0,0
2589,105,335,30,34,1,5,20,0,1
2590,47,76,50,5,0,4,4,0,1
2591,44,241,50,5,0,7,2,0,0
2592,39,188,60,20,1,10,15,0,1
2593,76,193,60,6,0,10,1,0,1
2594,168,276,100,19,1,8,0,1,1
2595,58,289,80,11,1,9,0,0,1
2596,61,353,35,13,0,9,9,0,0
2597,45,346,75,15,1,4,12,0,0
2598,108,209,15,5,1,4,2,0,0
2599,72,107,40,16,0,3,8,0,1
2600,46,194,27,10,1,6,0,0,0
2601,35,283,40,18,1,8,7,0,1
2602,91,104,45,28,0,12,15,0,0
2603,79,176,60,12,0,11,1,0,1
2604,49,103,48,10,1,10,4,0,1
2605,98,74,35,21,1,11,3,0,0
2606,105,197,36,9,0,12,9,1,1
2607,35,108,50,12,1,4,2,1,1
2608,61,334,50,9,0,7,5,0,1
2609,72,316,40,18,0,2,10,0,1
2610,98,240,75,6,0,7,0,1,1
2611,66,227,60,18,1,5,13,1,0
2612,19,274,35,31,0,6,11,1,1
2613,35,166,100,11,0,10,0,0,1
2614,138,115,35,22,0,11,15,0,0
2615,84,148,50,13,0,7,7,1,1
2616,98,166,50,13,1,10,7,0,1
2617,68,342,35,8,0,8,7,1,1
2618,60,276,35,7,1,6,3,0,1
2619,32,340,75,30,0,9,5,0,0
2620,35,182,40,7,1,3,2,0,0
2621,63,93,30,34,0,3,20,0,1
2622,29,167,25,5,0,9,4,0,1
2623,54,147,30,12,1,4,9,0,0
2624,84,295,35,7,0,12,0,0,0
2625,64,332,35,14,0,7,3,0,0
2626,91,262,40,21,0,6,2,0,1
2627,55,220,40,31,0,2,11,0,1
2628,52,280,30,34,1,10,0,0,0
2629,23,240,55,45,1,7,30,0,0
2630,32,191,40,20,1,6,6,0,1
2631,65,269,30,5,0,12,0,0,1
2632,91,48,80,13,0,4,4,0,1
2633,24,186,60,9,0,7,4,0,1
2634,119,334,500,55,0,11,1,0,1
2635,85,79,40,16,0,9,0,0,0
2636,66,290,45,17,1,7,13,0,0
2637,18,229,42,27,0,10,1,0,1
2638,105,106,99,10,0,4,7,0,0
2639,42,142,35,11,0,10,7,0,1
2640,45,242,30,20,0,8,6,0,1
2641,37,217,80,14,0,3,10,1,1
2642,35,360,40,10,1,8,9,1,0
2643,77,259,40,7,0,11,1,1,0
2644,32,156,30,4,1,8,4,0,0
2645,62,335,70,7,1,3,1,1,0
2646,46,216,72,15,0,4,9,1,0
2647,77,173,25,20,0,7,16,0,1
2648,76,213,70,6,1,3,0,1,0
2649,18,223,30,5,1,3,0,1,0
2650,35,348,35,5,0,5,5,0,0
2651,120,285,40,13,0,10,2,0,1
2652,168,313,65,47,0,3,24,0,0
2653,88,241,70,9,1,9,2,1,0
2654,59,382,22,21,1,6,9,1,0
2655,48,266,75,17,0,8,6,0,0
2656,29,163,22,13,1,2,5,1,1
2657,32,138,35,23,0,10,10,0,1
2658,65,152,60,6,0,10,6,0,0
2659,84,126,40,32,0,9,8,0,0
2660,36,145,50,7,1,6,1,0,1
2661,63,352,40,10,1,7,8,0,0
2662,58,283,30,17,1,8,7,0,0
2663,70,206,99,13,1,11,0,0,0
2664,90,167,45,11,1,6,6,1,0
2665,38,212,30,30,0,7,15,0,0
2666,56,102,30,8,0,5,3,0,0
2667,91,69,39,6,0,4,5,0,1
2668,34,284,30,21,1,7,17,0,1
2669,84,284,30,24,0,4,17,1,0
2670,27,157,85,5,0,2,1,0,1
2671,161,300,79,30,1,9,12,0,0
2672,50,174,30,5,1,7,4,1,1
2673,120,327,150,17,0,8,15,0,1
2674,20,309,50,4,1,9,2,1,1
2675,15,209,40,10,0,9,2,0,0
2676,75,203,65,18,0,8,3,0,1
2677,33,345,55,20,0,8,0,1,1
2678,154,259,25,14,0,6,1,0,1
2679,60,192,80,11,0,13,5,0,1
2680,40,318,40,5,1,9,3,1,0
2681,80,109,30,21,0,9,13,1,0
2682,84,116,40,43,0,11,14,0,1
2683,51,152,50,12,1,13,0,0,1
2684,40,138,50,15,1,10,0,0,0
2685,112,191,30,14,1,8,6,0,1
2686,51,173,60,12,0,7,10,1,1
2687,105,287,70,8,0,8,0,0,1
2688,35,210,50,35,1,5,0,0,0
2689,91,195,40,9,1,8,4,0,0
2690,45,156,65,7,0,8,0,1,1
2691,91,330,99,7,0,10,4,1,1
2692,71,230,30,10,1,5,4,0,0
2693,17,136,60,12,0,10,3,0,0
2694,33,202,95,10,1,9,10,0,1
2695,70,336,60,33,0,7,15,1,0
2696,28,343,60,10,0,9,6,0,1
